MANDT,VBELN,POSNR,MATNR,KWMENG,NETWR,WAERK,MEINS
100,4500000509,000050,000000000000010135,3,718122,USD,EA
100,4500000509,000060,000000000000010015,12,3274308,USD,EA
100,4500000510,000010,000000000000010044,11,4969074,MXN,EA
100,4500000511,000010,000000000000010101,6,354366,MXN,EA
100,4500000511,000020,000000000000010034,18,3966642,MXN,EA
100,4500000511,000030,000000000000010123,3,614832,MXN,EA
100,4500000511,000040,000000000000010053,5,2286830,MXN,EA
100,4500000512,000010,000000000000010080,14,6017382,USD,EA
100,4500000512,000020,000000000000010122,6,1905102,USD,EA
100,4500000513,000010,000000000000010080,19,2040904,MXN,EA
100,4500000513,000020,000000000000010129,15,2181150,MXN,EA
100,4500000513,000030,000000000000010052,1,75811,MXN,EA
100,4500000513,000040,000000000000010115,3,1299954,MXN,EA
100,4500000513,000050,000000000000010103,20,8487940,MXN,EA
100,4500000514,000010,000000000000010135,11,5260860,USD,EA
100,4500000514,000020,000000000000010146,16,3876464,USD,EA
100,4500000515,000010,000000000000010148,2,775104,MXN,EA
100,4500000515,000020,000000000000010024,10,3398460,MXN,EA
100,4500000515,000030,000000000000010117,12,4418004,MXN,EA
100,4500000515,000040,000000000000010077,13,4191226,MXN,EA
100,4500000516,000010,000000000000010107,8,761200,MXN,EA
100,4500000516,000020,000000000000010111,15,3040125,MXN,EA
100,4500000517,000010,000000000000010047,19,970653,EUR,EA
100,4500000517,000020,000000000000010101,2,253338,EUR,EA
100,4500000517,000030,000000000000010041,9,4173417,EUR,EA
100,4500000517,000040,000000000000010138,10,3505200,EUR,EA
100,4500000517,000050,000000000000010018,7,3342073,EUR,EA
100,4500000517,000060,000000000000010127,14,5606076,EUR,EA
100,4500000518,000010,000000000000010032,12,493500,MXN,EA
100,4500000518,000020,000000000000010027,17,6849079,MXN,EA
100,4500000518,000030,000000000000010084,14,3323880,MXN,EA
100,4500000518,000040,000000000000010043,9,987498,MXN,EA
100,4500000518,000050,000000000000010130,2,486616,MXN,EA
100,4500000519,000010,000000000000010019,15,3012525,MXN,EA
100,4500000520,000010,000000000000010103,7,1462797,MXN,EA
100,4500000520,000020,000000000000010010,1,132389,MXN,EA
100,4500000520,000030,000000000000010030,5,862500,MXN,EA
100,4500000521,000010,000000000000010119,16,3886128,MXN,EA
100,4500000521,000020,000000000000010018,3,865602,MXN,EA
100,4500000521,000030,000000000000010063,15,1118010,MXN,EA
100,4500000521,000040,000000000000010121,9,3979989,MXN,EA
100,4500000521,000050,000000000000010042,6,2643678,MXN,EA
100,4500000521,000060,10005,20,1073960,MXN,EA
100,4500000522,000010,000000000000010076,4,1125248,MXN,EA
100,4500000522,000020,000000000000010101,6,250062,MXN,EA
100,4500000523,000010,000000000000010003,9,733284,USD,EA
100,4500000523,000020,000000000000010113,12,1131492,USD,EA
100,4500000523,000030,000000000000010056,2,938050,USD,EA
100,4500000523,000040,000000000000010137,7,1629355,USD,EA
100,4500000523,000050,000000000000010013,17,5730258,USD,EA
100,4500000523,000060,000000000000010027,13,4718220,USD,EA
100,4500000524,000010,000000000000010114,2,629262,USD,EA
100,4500000524,000020,000000000000010002,2,811930,USD,EA
100,4500000524,000030,000000000000010097,7,3415783,USD,EA
100,4500000525,000010,000000000000010096,8,846800,MXN,EA
100,4500000525,000020,000000000000010024,1,222083,MXN,EA
100,4500000526,000010,000000000000010004,11,4743112,USD,EA
100,4500000527,000010,000000000000010017,8,3708568,EUR,EA
100,4500000527,000020,000000000000010025,6,2283540,EUR,EA
100,4500000528,000010,000000000000010012,14,3775758,USD,EA
100,4500000528,000020,000000000000010028,11,1871947,USD,EA
100,4500000529,000010,000000000000010049,20,2191800,USD,EA
100,4500000529,000020,000000000000010139,13,6412458,USD,EA
100,4500000529,000030,000000000000010110,4,491392,USD,EA
100,4500000529,000040,000000000000010055,4,751792,USD,EA
100,4500000529,000050,000000000000010083,6,53166,USD,EA
100,4500000530,000010,000000000000010081,1,205045,MXN,EA
100,4500000530,000020,000000000000010055,15,1745895,MXN,EA
100,4500000530,000030,000000000000010017,9,3075822,MXN,EA
100,4500000530,000040,000000000000010095,2,72600,MXN,EA
100,4500000531,000010,000000000000010106,10,4034140,MXN,EA
100,4500000531,000020,000000000000010128,4,1498284,MXN,EA
100,4500000532,000010,000000000000010146,6,798534,MXN,EA
100,4500000532,000020,000000000000010025,20,3421100,MXN,EA
100,4500000532,000030,000000000000010100,5,875440,MXN,EA
100,4500000532,000040,000000000000010045,11,4922049,MXN,EA
100,4500000532,000050,000000000000010124,3,530073,MXN,EA
100,4500000533,000010,000000000000010150,15,3022080,MXN,EA
100,4500000534,000010,000000000000010060,17,5253034,MXN,EA
100,4500000534,000020,000000000000010004,8,96968,MXN,EA
100,4500000534,000030,000000000000010032,10,1249390,MXN,EA
100,4500000534,000040,000000000000010110,8,2607480,MXN,EA
100,4500000534,000050,000000000000010021,2,146236,MXN,EA
100,4500000535,000010,000000000000010128,10,1069120,EUR,EA
100,4500000535,000020,000000000000010039,13,1406028,EUR,EA
100,4500000535,000030,000000000000010010,8,3881056,EUR,EA
100,4500000536,000010,000000000000010114,11,785334,EUR,EA
100,4500000536,000020,000000000000010072,11,3722752,EUR,EA
100,4500000536,000030,000000000000010011,17,7074040,EUR,EA
100,4500000536,000040,000000000000010107,10,3945040,EUR,EA
100,4500000536,000050,000000000000010007,8,3560296,EUR,EA
100,4500000536,000060,000000000000010085,11,1408088,EUR,EA
100,4500000537,000010,000000000000010139,2,952672,JPY,EA
100,4500000537,000020,000000000000010064,8,2558400,JPY,EA
100,4500000538,000010,000000000000010134,11,1069530,MXN,EA
100,4500000538,000020,000000000000010114,1,34877,MXN,EA
100,4500000538,000030,000000000000010126,3,305721,MXN,EA
100,4500000538,000040,000000000000010014,5,2464630,MXN,EA
100,4500000539,000010,000000000000010033,3,276168,MXN,EA
100,4500000539,000020,000000000000010141,7,874258,MXN,EA
100,4500000540,000010,000000000000010021,14,5335442,MXN,EA
100,4500000540,000020,000000000000010120,10,870660,MXN,EA
100,4500000540,000030,000000000000010051,8,1786448,MXN,EA
100,4500000540,000040,000000000000010046,20,2630620,MXN,EA
100,4500000540,000050,000000000000010078,10,3032110,MXN,EA
100,4500000541,000010,000000000000010052,9,4078431,MXN,EA
100,4500000541,000020,000000000000010124,3,1498812,MXN,EA
100,4500000541,000030,000000000000010093,13,2587416,MXN,EA
100,4500000541,000040,000000000000010043,16,3718528,MXN,EA
100,4500000542,000010,000000000000010130,20,7726260,MXN,EA
100,4500000542,000020,000000000000010111,5,2153540,MXN,EA
100,4500000542,000030,000000000000010124,1,400470,MXN,EA
100,4500000542,000040,000000000000010098,14,6282696,MXN,EA
100,4500000543,000010,000000000000010077,20,5652920,USD,EA
100,4500000544,000010,000000000000010142,6,815364,CLP,EA
100,4500000544,000020,000000000000010098,15,2420280,CLP,EA
100,4500000545,000010,000000000000010073,13,3844412,USD,EA
100,4500000545,000020,000000000000010124,3,527130,USD,EA
100,4500000545,000030,000000000000010035,16,1657776,USD,EA
100,4500000545,000040,000000000000010040,7,22337,USD,EA
100,4500000546,000010,000000000000010129,12,3103956,MXN,EA
100,4500000547,000010,000000000000010107,13,5071599,USD,EA
100,4500000547,000020,000000000000010096,13,3349645,USD,EA
100,4500000547,000030,000000000000010079,19,728593,USD,EA
100,4500000547,000040,000000000000010105,2,968370,USD,EA
100,4500000548,000010,000000000000010099,19,1636356,CLP,EA
100,4500000549,000010,000000000000010112,9,3648303,JPY,EA
100,4500000549,000020,000000000000010090,17,6337379,JPY,EA
100,4500000550,000010,000000000000010095,2,684524,MXN,EA
100,4500000550,000020,000000000000010099,14,5413786,MXN,EA
100,4500000550,000030,000000000000010064,8,2011720,MXN,EA
100,4500000550,000040,000000000000010009,12,3981600,MXN,EA
100,4500000551,000010,000000000000010008,5,690060,JPY,EA
100,4500000551,000020,000000000000010117,5,671600,JPY,EA
100,4500000551,000030,000000000000010064,20,6084340,JPY,EA
100,4500000551,000040,000000000000010042,1,62200,JPY,EA
100,4500000551,000050,000000000000010024,13,2723383,JPY,EA
100,4500000551,000060,000000000000010021,17,8127275,JPY,EA
100,4500000552,000010,000000000000010109,6,2616162,MXN,EA
100,4500000552,000020,000000000000010110,9,3273489,MXN,EA
100,4500000553,000010,000000000000010129,18,6232248,MXN,EA
100,4500000553,000020,000000000000010098,19,3086911,MXN,EA
100,4500000553,000030,000000000000010106,3,174873,MXN,EA
100,4500000554,000010,000000000000010147,12,5134668,MXN,EA
100,4500000554,000020,000000000000010037,9,3541950,MXN,EA
100,4500000554,000030,000000000000010054,13,4777266,MXN,EA
100,4500000554,000040,000000000000010079,1,89289,MXN,EA
100,4500000554,000050,000000000000010126,1,51788,MXN,EA
100,4500000554,000060,000000000000010018,14,3867234,MXN,EA
100,4500000555,000010,000000000000010074,14,1266454,MXN,EA
100,4500000555,000020,000000000000010046,12,1184724,MXN,EA
100,4500000555,000030,000000000000010035,7,1792357,MXN,EA
100,4500000555,000040,000000000000010047,17,8470726,MXN,EA
100,4500000556,000010,000000000000010116,19,8131316,MXN,EA
100,4500000557,000010,000000000000010048,7,223461,JPY,EA
100,4500000557,000020,000000000000010047,7,958825,JPY,EA
100,4500000558,000010,000000000000010113,20,1164980,EUR,EA
100,4500000558,000020,000000000000010043,3,464046,EUR,EA
100,4500000558,000030,000000000000010022,13,862797,EUR,EA
100,4500000558,000040,000000000000010071,3,541158,EUR,EA
100,4500000559,000010,000000000000010150,8,2012440,JPY,EA
100,4500000560,000010,000000000000010026,1,33011,MXN,EA
100,4500000560,000020,000000000000010069,1,349820,MXN,EA
100,4500000560,000030,000000000000010150,2,103546,MXN,EA
100,4500000560,000040,000000000000010055,17,7074108,MXN,EA
100,4500000561,000010,000000000000010097,20,5473360,MXN,EA
100,4500000562,000010,000000000000010125,16,6365424,MXN,EA
100,4500000562,000020,000000000000010087,20,4523140,MXN,EA
100,4500000562,000030,000000000000010087,12,4301892,MXN,EA
100,4500000563,000010,000000000000010081,8,3954800,MXN,EA
100,4500000563,000020,000000000000010093,13,2592317,MXN,EA
100,4500000563,000030,000000000000010015,12,5504928,MXN,EA
100,4500000564,000010,000000000000010026,1,240557,USD,EA
100,4500000564,000020,000000000000010103,5,72315,USD,EA
100,4500000564,000030,000000000000010032,17,2507857,USD,EA
100,4500000565,000010,000000000000010064,12,2855220,MXN,EA
100,4500000565,000020,000000000000010122,17,3699149,MXN,EA
100,4500000565,000030,000000000000010049,1,335534,MXN,EA
100,4500000565,000040,000000000000010083,1,333281,MXN,EA
100,4500000565,000050,000000000000010093,2,848784,MXN,EA
100,4500000565,000060,000000000000010084,15,1851765,MXN,EA
100,4500000566,000010,000000000000010125,13,5051228,MXN,EA
100,4500000566,000020,000000000000010021,12,2704212,MXN,EA
100,4500000566,000030,000000000000010122,4,1543892,MXN,EA
100,4500000566,000040,000000000000010099,10,3193330,MXN,EA
100,4500000566,000050,000000000000010050,5,2285280,MXN,EA
100,4500000567,000010,000000000000010147,17,299931,USD,EA
100,4500000567,000020,000000000000010033,16,6700208,USD,EA
100,4500000567,000030,000000000000010023,10,4373930,USD,EA
100,4500000567,000040,000000000000010141,15,1336620,USD,EA
100,4500000567,000050,000000000000010115,4,1015180,USD,EA
100,4500000568,000010,000000000000010139,8,1028704,MXN,EA
100,4500000568,000020,000000000000010055,6,2375526,MXN,EA
100,4500000568,000030,000000000000010023,4,916036,MXN,EA
100,4500000568,000040,000000000000010008,6,2928390,MXN,EA
100,4500000568,000050,000000000000010084,13,5235958,MXN,EA
100,4500000568,000060,000000000000010072,8,3024432,MXN,EA
100,4500000569,000010,000000000000010122,4,1399604,MXN,EA
100,4500000569,000020,000000000000010035,18,5996898,MXN,EA
100,4500000569,000030,000000000000010126,3,1254276,MXN,EA
100,4500000570,000010,000000000000010086,8,3916168,EUR,EA
100,4500000570,000020,000000000000010148,20,698080,EUR,EA
100,4500000570,000030,000000000000010088,13,6216457,EUR,EA
100,4500000570,000040,000000000000010098,18,8097552,EUR,EA
100,4500000570,000050,000000000000010112,8,945640,EUR,EA
100,4500000570,000060,000000000000010067,4,614220,EUR,EA
100,4500000571,000010,000000000000010029,3,538146,MXN,EA
100,4500000572,000010,000000000000010049,4,1205328,JPY,EA
100,4500000572,000020,000000000000010095,5,2241950,JPY,EA
100,4500000572,000030,000000000000010081,13,3945110,JPY,EA
100,4500000572,000040,000000000000010001,10,334450,JPY,EA
100,4500000572,000050,000000000000010138,7,3115938,JPY,EA
100,4500000572,000060,000000000000010100,14,2360176,JPY,EA
100,4500000573,000010,000000000000010033,17,5932864,MXN,EA
100,4500000573,000020,000000000000010057,4,833028,MXN,EA
100,4500000573,000030,000000000000010003,18,8061894,MXN,EA
100,4500000574,000010,000000000000010081,5,2144480,EUR,EA
100,4500000574,000020,000000000000010076,8,2104448,EUR,EA
100,4500000574,000030,000000000000010117,5,1581705,EUR,EA
100,4500000574,000040,000000000000010073,5,1963370,EUR,EA
100,4500000575,000010,000000000000010009,20,3376900,MXN,EA
100,4500000575,000020,000000000000010080,17,6154408,MXN,EA
100,4500000575,000030,000000000000010032,9,4008798,MXN,EA
100,4500000575,000040,000000000000010147,16,5309856,MXN,EA
100,4500000575,000050,000000000000010056,16,2461232,MXN,EA
100,4500000575,000060,000000000000010097,2,851566,MXN,EA
100,4500000576,000010,000000000000010040,7,3119424,MXN,EA
100,4500000576,000020,000000000000010058,2,970000,MXN,EA
100,4500000576,000030,000000000000010046,16,6117824,MXN,EA
100,4500000577,000010,000000000000010077,6,73836,MXN,EA
100,4500000577,000020,000000000000010141,13,2312700,MXN,EA
100,4500000577,000030,000000000000010109,16,2937808,MXN,EA
100,4500000577,000040,000000000000010101,13,502528,MXN,EA
100,4500000578,000010,000000000000010073,10,3661010,USD,EA
100,4500000578,000020,000000000000010050,18,3734100,USD,EA
100,4500000578,000030,000000000000010025,5,852820,USD,EA
100,4500000578,000040,000000000000010149,2,893090,USD,EA
100,4500000578,000050,000000000000010078,15,5163240,USD,EA
100,4500000579,000010,000000000000010148,5,1163370,MXN,EA
100,4500000579,000020,000000000000010124,10,4714000,MXN,EA
100,4500000580,000010,000000000000010054,7,2959005,MXN,EA
100,4500000580,000020,000000000000010051,1,190910,MXN,EA
100,4500000581,000010,000000000000010148,4,1426532,MXN,EA
100,4500000581,000020,000000000000010038,13,6490666,MXN,EA
100,4500000581,000030,000000000000010110,6,2918898,MXN,EA
100,4500000581,000040,000000000000010015,4,749712,MXN,EA
100,4500000581,000050,000000000000010122,6,2978910,MXN,EA
100,4500000581,000060,000000000000010014,4,1084944,MXN,EA
100,4500000582,000010,000000000000010087,19,4340493,MXN,EA
100,4500000582,000020,000000000000010039,13,1682863,MXN,EA
100,4500000582,000030,000000000000010009,4,509108,MXN,EA
100,4500000582,000040,000000000000010102,16,2555136,MXN,EA
100,4500000582,000050,000000000000010045,13,5300984,MXN,EA
100,4500000582,000060,000000000000010023,15,6816810,MXN,EA
100,4500000583,000010,000000000000010098,9,2992716,CLP,EA
100,4500000583,000020,000000000000010114,12,84996,CLP,EA
100,4500000583,000030,000000000000010031,4,177300,CLP,EA
100,4500000583,000040,000000000000010032,16,5396528,CLP,EA
100,4500000583,000050,000000000000010131,8,104576,CLP,EA
100,4500000583,000060,000000000000010147,19,4795505,CLP,EA
100,4500000584,000010,000000000000010025,19,1822974,JPY,EA
100,4500000584,000020,000000000000010099,16,5423264,JPY,EA
100,4500000584,000030,000000000000010112,10,3005900,JPY,EA
100,4500000585,000010,000000000000010026,11,377201,EUR,EA
100,4500000585,000020,000000000000010138,6,1281054,EUR,EA
100,4500000586,000010,000000000000010006,13,3802955,MXN,EA
100,4500000586,000020,000000000000010138,17,4371499,MXN,EA
100,4500000586,000030,000000000000010017,17,7478368,MXN,EA
100,4500000586,000040,000000000000010150,18,6753780,MXN,EA
100,4500000586,000050,000000000000010032,7,2424002,MXN,EA
100,4500000586,000060,000000000000010031,6,2717628,MXN,EA
100,4500000587,000010,000000000000010047,1,291833,MXN,EA
100,4500000587,000020,000000000000010115,11,720621,MXN,EA
100,4500000587,000030,000000000000010011,5,1512540,MXN,EA
100,4500000587,000040,000000000000010053,6,282258,MXN,EA
100,4500000587,000050,000000000000010144,9,4026645,MXN,EA
100,4500000588,000010,000000000000010022,4,1065468,MXN,EA
100,4500000589,000010,000000000000010094,18,1637442,MXN,EA
100,4500000589,000020,000000000000010109,1,131200,MXN,EA
100,4500000589,000030,000000000000010077,2,994176,MXN,EA
100,4500000590,000010,000000000000010076,18,4216788,USD,EA
100,4500000590,000020,000000000000010036,19,4904527,USD,EA
100,4500000590,000030,000000000000010081,17,8134704,USD,EA
100,4500000590,000040,000000000000010091,20,5663520,USD,EA
100,4500000590,000050,000000000000010131,7,2531711,USD,EA
100,4500000591,000010,000000000000010012,8,162072,USD,EA
100,4500000592,000010,000000000000010037,10,4498350,MXN,EA
100,4500000592,000020,000000000000010056,5,1583485,MXN,EA
100,4500000593,000010,000000000000010056,19,3595807,MXN,EA
100,4500000593,000020,000000000000010072,5,1916300,MXN,EA
100,4500000593,000030,000000000000010109,3,867837,MXN,EA
100,4500000593,000040,000000000000010066,9,1810467,MXN,EA
100,4500000593,000050,000000000000010042,13,3121430,MXN,EA
100,4500000594,000010,000000000000010066,14,6915090,USD,EA
100,4500000595,000010,000000000000010037,18,1940940,MXN,EA
100,4500000595,000020,000000000000010019,9,2996433,MXN,EA
100,4500000595,000030,000000000000010050,12,3558120,MXN,EA
100,4500000595,000040,000000000000010131,20,1740100,MXN,EA
100,4500000595,000050,000000000000010108,5,834315,MXN,EA
100,4500000595,000060,000000000000010112,13,189592,MXN,EA
100,4500000596,000010,000000000000010064,3,427869,MXN,EA
100,4500000596,000020,000000000000010032,18,1055988,MXN,EA
100,4500000596,000030,000000000000010141,14,498134,MXN,EA
100,4500000596,000040,000000000000010085,3,573663,MXN,EA
100,4500000596,000050,000000000000010086,9,699462,MXN,EA
100,4500000597,000010,000000000000010071,1,52352,MXN,EA
100,4500000597,000020,000000000000010097,8,1596096,MXN,EA
100,4500000598,000010,000000000000010032,6,1662144,EUR,EA
100,4500000599,000010,000000000000010079,19,8200780,MXN,EA
100,4500000599,000020,000000000000010126,4,1113308,MXN,EA
100,4500000599,000030,000000000000010090,19,8639623,MXN,EA
100,4500000599,000040,000000000000010073,18,2575980,MXN,EA
100,4500000599,000050,000000000000010026,2,181040,MXN,EA
100,4500000599,000060,000000000000010082,13,1244412,MXN,EA
100,4500000600,000010,000000000000010137,18,5629500,MXN,EA
100,4500000600,000020,000000000000010104,16,4984656,MXN,EA
100,4500000600,000030,000000000000010033,9,53811,MXN,EA
100,4500000601,000010,000000000000010132,5,1728760,MXN,EA
100,4500000601,000020,000000000000010033,5,998000,MXN,EA
100,4500000601,000030,000000000000010146,9,258444,MXN,EA
100,4500000601,000040,000000000000010095,8,2852640,MXN,EA
100,4500000601,000050,000000000000010108,15,1454985,MXN,EA
100,4500000601,000060,000000000000010113,12,5035524,MXN,EA
100,4500000602,000010,000000000000010129,10,1456100,MXN,EA
100,4500000602,000020,000000000000010110,17,8410053,MXN,EA
100,4500000602,000030,000000000000010059,10,3342550,MXN,EA
100,4500000602,000040,000000000000010023,10,2141300,MXN,EA
100,4500000603,000010,000000000000010024,3,123627,USD,EA
100,4500000603,000020,000000000000010062,3,262698,USD,EA
100,4500000603,000030,000000000000010148,2,90692,USD,EA
100,4500000604,000010,000000000000010074,18,8790696,EUR,EA
100,4500000604,000020,000000000000010127,1,498233,EUR,EA
100,4500000604,000030,000000000000010109,17,8327739,EUR,EA
100,4500000604,000040,000000000000010035,16,4191888,EUR,EA
100,4500000604,000050,000000000000010132,18,6604038,EUR,EA
100,4500000604,000060,000000000000010032,13,107731,EUR,EA
100,4500000605,000010,000000000000010049,1,375425,MXN,EA
100,4500000605,000020,000000000000010109,18,7092738,MXN,EA
100,4500000605,000030,000000000000010089,8,3107512,MXN,EA
100,4500000605,000040,000000000000010136,20,464120,MXN,EA
100,4500000605,000050,000000000000010115,6,2127858,MXN,EA
100,4500000606,000010,000000000000010058,6,242310,JPY,EA
100,4500000606,000020,000000000000010094,5,1351590,JPY,EA
100,4500000606,000030,000000000000010091,2,445256,JPY,EA
100,4500000606,000040,000000000000010127,13,1174966,JPY,EA
100,4500000606,000050,000000000000010096,4,712748,JPY,EA
100,4500000607,000010,000000000000010064,18,8046936,MXN,EA
100,4500000607,000020,000000000000010031,10,1578550,MXN,EA
100,4500000607,000030,10124,10,1398050,MXN,EA
100,4500000607,000040,000000000000010055,1,387938,MXN,EA
100,4500000607,000050,000000000000010146,13,1495169,MXN,EA
100,4500000607,000060,000000000000010079,17,7376606,MXN,EA
100,4500000608,000010,000000000008882184,20,8915600,MXN,EA
100,4500000609,000010,000000000000010015,12,49056,USD,EA
100,4500000609,000020,000000000000010118,11,1731631,USD,EA
100,4500000609,000030,000000000000010091,4,14808,USD,EA
100,4500000609,000040,000000000000010090,6,1270794,USD,EA
100,4500000610,000010,000000000000010003,4,907460,MXN,EA
100,4500000610,000020,000000000000010126,7,318010,MXN,EA
100,4500000610,000030,000000000000010136,17,8025309,MXN,EA
100,4500000611,000010,000000000000010106,4,1918928,MXN,EA
100,4500000611,000020,000000000000010125,1,82595,MXN,EA
100,4500000612,000010,000000000000010065,8,1982248,MXN,EA
100,4500000612,000020,000000000000010102,12,1894932,MXN,EA
100,4500000612,000030,000000000000010094,14,6562724,MXN,EA
100,4500000612,000040,000000000000010047,18,7676676,MXN,EA
100,4500000612,000050,000000000000010069,4,923752,MXN,EA
100,4500000612,000060,000000000000010113,6,446004,MXN,EA
100,4500000613,000010,000000000000010112,1,189343,USD,EA
100,4500000613,000020,000000000000010051,4,401548,USD,EA
100,4500000613,000030,000000000000010073,2,142172,USD,EA
100,4500000614,000010,000000000000010108,11,5207202,MXN,EA
100,4500000614,000020,000000000000010009,6,2101698,MXN,EA
100,4500000614,000030,000000000000010051,16,5596448,MXN,EA
100,4500000614,000040,000000000000010069,4,887100,MXN,EA
100,4500000615,000010,000000000000010141,16,6725376,MXN,EA
100,4500000615,000020,000000000000010033,11,4342657,MXN,EA
100,4500000615,000030,000000000000010103,17,6487710,MXN,EA
100,4500000615,000040,000000000000010100,5,292655,MXN,EA
100,4500000616,000010,000000000000010006,5,412740,MXN,EA
100,4500000617,000010,000000000008882212,1,403330,MXN,EA
100,4500000617,000020,000000000000010061,2,713258,MXN,EA
100,4500000617,000030,000000000000010088,14,4396630,MXN,EA
100,4500000618,000010,000000000000010003,14,3538626,CLP,EA
100,4500000618,000020,000000000000010075,10,2557660,CLP,EA
100,4500000618,000030,000000000000010022,14,1832460,CLP,EA
100,4500000618,000040,000000000000010040,17,1682456,CLP,EA
100,4500000618,000050,000000000000010064,9,3626874,CLP,EA
100,4500000618,000060,000000000000010030,9,3316518,CLP,EA
100,4500000619,000010,000000000000010110,7,1746192,EUR,EA
100,4500000619,000020,000000000000010027,17,5463664,EUR,EA
100,4500000620,000010,000000000000010049,19,6283832,USD,EA
100,4500000620,000020,000000000000010039,8,513248,USD,EA
100,4500000621,000010,000000000000010103,2,289164,USD,EA
100,4500000621,000020,000000000000010050,5,1122525,USD,EA
100,4500000622,000010,000000000000010052,3,1362504,MXN,EA
100,4500000623,000010,000000000000010098,14,3867304,MXN,EA
100,4500000624,000010,000000000000010060,8,1418032,MXN,EA
100,4500000624,000020,000000000000010110,16,530624,MXN,EA
100,4500000624,000030,000000000000010131,14,4740036,MXN,EA
100,4500000625,000010,000000000000010078,4,568648,EUR,EA
100,4500000626,000010,000000000000010072,12,4488900,MXN,EA
100,4500000626,000020,000000000000010108,8,1349504,MXN,EA
100,4500000626,000030,000000000000010013,6,134622,MXN,EA
100,4500000627,000010,000000000000010014,11,1233507,MXN,EA
100,4500000628,000010,000000000000010121,9,4295754,USD,EA
100,4500000628,000020,000000000000010026,14,1370726,USD,EA
100,4500000628,000030,000000000000010065,16,3065936,USD,EA
100,4500000629,000010,000000000000010078,4,207184,MXN,EA
100,4500000629,000020,000000000000010004,18,7288992,MXN,EA
100,4500000629,000030,000000000000010034,11,2090451,MXN,EA
100,4500000630,000010,000000000000010093,19,5287244,MXN,EA
100,4500000630,000020,000000000000010096,8,2735336,MXN,EA
100,4500000630,000030,000000000000010071,7,2151485,MXN,EA
100,4500000630,000040,000000000000010099,3,1398435,MXN,EA
100,4500000630,000050,000000000000010028,5,1655350,MXN,EA
100,4500000630,000060,000000000000010031,2,617054,MXN,EA
100,4500000631,000010,000000000000010049,7,2593108,EUR,EA
100,4500000631,000020,000000000000010115,4,161032,EUR,EA
100,4500000631,000030,000000000000010140,20,3615540,EUR,EA
100,4500000631,000040,000000000000010078,16,6399616,EUR,EA
100,4500000631,000050,000000000000010052,18,6820020,EUR,EA
100,4500000631,000060,000000000000010040,2,136040,EUR,EA
100,4500000632,000010,000000000000010108,18,6733512,USD,EA
100,4500000632,000020,000000000000010065,18,3295890,USD,EA
100,4500000633,000010,000000000000010115,4,1914188,JPY,EA
100,4500000633,000020,000000000000010112,3,762411,JPY,EA
100,4500000633,000030,000000000000010108,17,8317862,JPY,EA
100,4500000634,000010,000000000000010006,6,1890774,CLP,EA
100,4500000634,000020,000000000000010071,5,764315,CLP,EA
100,4500000634,000030,000000000000010012,19,624587,CLP,EA
100,4500000634,000040,000000000000010049,13,3386968,CLP,EA
100,4500000634,000050,000000000000010137,17,685338,CLP,EA
100,4500000635,000010,000000000000010113,17,3440885,EUR,EA
100,4500000635,000020,000000000000010144,13,2745080,EUR,EA
100,4500000636,000010,000000000000010070,7,682521,USD,EA
100,4500000636,000020,000000000000010001,6,1805034,USD,EA
100,4500000636,000030,000000000000010056,19,6959358,USD,EA
100,4500000636,000040,000000000000010003,17,4076294,USD,EA
100,4500000636,000050,000000000000010129,17,2323951,USD,EA
100,4500000637,000010,000000000000010057,10,3723290,MXN,EA
100,4500000637,000020,000000000000010069,18,1141992,MXN,EA
100,4500000637,000030,000000000000010044,8,199312,MXN,EA
100,4500000638,000010,000000000000010061,10,214940,MXN,EA
100,4500000638,000020,000000000000010038,9,4384296,MXN,EA
100,4500000638,000030,000000000000010035,9,4130136,MXN,EA
100,4500000638,000040,000000000000010014,8,3461632,MXN,EA
100,4500000638,000050,000000000000010054,18,1114452,MXN,EA
100,4500000639,000010,000000000000010089,20,3890400,MXN,EA
100,4500000640,000010,000000000000010022,18,2509776,MXN,EA
100,4500000640,000020,000000000000010035,14,6607804,MXN,EA
100,4500000640,000030,000000000000010076,11,341242,MXN,EA
100,4500000641,000010,000000000000010003,12,1391580,USD,EA
100,4500000641,000020,000000000000010072,6,811266,USD,EA
100,4500000641,000030,000000000000010005,18,6221214,USD,EA
100,4500000641,000040,000000000000010150,4,1519404,USD,EA
100,4500000641,000050,000000000000010098,9,4114296,USD,EA
100,4500000641,000060,000000000000010142,7,3004841,USD,EA
100,4500000642,000010,000000000000010057,11,1561175,USD,EA
100,4500000642,000020,000000000000010053,19,6292724,USD,EA
100,4500000642,000030,000000000000010102,5,1174305,USD,EA
100,4500000642,000040,000000000000010060,14,2719822,USD,EA
100,4500000643,000010,000000000000010123,3,783078,MXN,EA
100,4500000643,000020,000000000000010047,15,1470105,MXN,EA
100,4500000644,000010,000000000000010049,19,4905268,USD,EA
100,4500000644,000020,000000000000010047,10,120340,USD,EA
100,4500000645,000010,000000000000010042,6,2577630,USD,EA
100,4500000645,000020,000000000000010101,20,1989720,USD,EA
100,4500000645,000030,000000000000010018,5,193870,USD,EA
100,4500000646,000010,000000000000010063,15,7164690,CLP,EA
100,4500000646,000020,000000000000010104,4,1522980,CLP,EA
100,4500000646,000030,000000000000010135,5,1910165,CLP,EA
100,4500000646,000040,000000000000010004,20,1065740,CLP,EA
