MANDT,VBELN,ERDAT,KUNNR,NETWR,WAERK,VKORG,AUART,VBTYP
100,4500000880,20250213,0000010106,10152259,USD,1000,TA,C
100,4500000881,20240720,0000010059,23828875,USD,1000,TA,C
100,4500000882,20250418,0000010100,5874620,MXN,1000,TA,C
100,4500000883,20240702,0000010108,12449619,USD,1000,TA,C
100,4500000884,20240809,0000010122,10314016,EUR,1000,TA,C
100,4500000885,20231103,0000010122,9773343,MXN,1000,TA,C
100,4500000886,20250524,0000010102,11627168,MXN,1000,TA,C
100,4500000887,20240529,0000010009,1412211,JPY,1000,TA,C
100,4500000888,20250330,0000010133,7211791,USD,1000,TA,C
100,4500000889,20240927,0000010174,17195922,USD,1000,TA,C
100,4500000890,20250214,0000010031,16876230,MXN,1000,TA,C
100,4500000891,20230621,0000010045,24670242,MXN,1000,TA,C
100,4500000892,20230510,0000010050,7564772,MXN,1000,TA,C
100,4500000893,20230322,0000010109,2409073,MXN,1000,TA,C
100,4500000894,20230726,0000010112,680656,EUR,1000,TA,C
100,4500000895,20250504,0000010038,11492235,USD,1000,TA,C
100,4500000896,20231124,0000010067,6649500,USD,1000,TA,C
100,4500000897,20230331,0000010018,4647434,JPY,1000,TA,C
100,4500000898,20240211,0000010143,6602960,MXN,1000,TA,C
100,4500000899,20250527,0000010084,20196015,USD,1000,TA,C
100,4500000900,20240414,0000010134,12615204,MXN,1000,TA,C
100,4500000901,20240930,0000010180,2197892,MXN,1000,TA,C
100,4500000902,20250311,0000010134,17819572,USD,1000,TA,C
100,4500000903,20240229,0000010029,295014,MXN,1000,TA,C
100,4500000904,20240803,0000010038,5489584,MXN,1000,TA,C
100,4500000905,20250215,0000010150,17600326,USD,1000,TA,C
100,4500000906,20240730,0000010028,3957488,MXN,1000,TA,C
100,4500000907,20250315,0000010026,9437327,CLP,1000,TA,C
100,4500000908,20250607,0009990907,17187883,MXN,1000,TA,C
100,4500000909,20250617,0000010089,12316484,USD,1000,TA,C
100,4500000910,20240128,0000010068,14036616,MXN,1000,TA,C
100,4500000911,20240808,0000010125,3504144,EUR,1000,TA,C
100,4500000912,20230208,0000010122,3034468,USD,1000,TA,C
100,4500000913,20240217,0000010071,4806160,MXN,1000,TA,C
100,4500000914,20240915,0000010159,21436212,MXN,1000,TA,C
100,4500000915,20240216,0000010178,978299,EUR,1000,TA,C
100,4500000916,20250619,0000010102,11872520,MXN,1000,TA,C
100,4500000917,20230901,0000010177,14584648,MXN,1000,TA,C
100,4500000918,20240501,0000010191,3593754,MXN,1000,TA,C
100,4500000919,20230121,0000010096,4037102,MXN,1000,TA,C
100,4500000920,20231115,0000010078,2941897,MXN,1000,TA,C
100,4500000921,20250528,0000010126,16427529,MXN,1000,TA,C
100,4500000922,20230411,0000010176,14819797,EUR,1000,TA,C
100,4500000923,20231104,0000010035,16519142,MXN,1000,TA,C
100,4500000924,20250303,0000010114,1018404,JPY,1000,TA,C
100,4500000925,20250116,0000010069,2707914,MXN,1000,TA,C
100,4500000926,20241023,0000010155,5660179,MXN,1000,TA,C
100,4500000927,20240328,0000010049,12055809,MXN,1000,TA,C
100,4500000928,20250128,0000010105,753456,MXN,1000,TA,C
100,4500000929,20240612,0000010195,14130343,USD,1000,TA,C
100,4500000930,20240611,0000010015,14436453,MXN,1000,TA,C
100,4500000931,20231115,0000010017,10242658,MXN,1000,TA,C
100,4500000932,20240218,0000010130,12266464,JPY,1000,TA,C
100,4500000933,20250521,0000010200,1356584,MXN,1000,TA,C
100,4500000934,20230130,0000010146,5837510,USD,1000,TA,C
100,4500000935,20250615,0000010050,268352,MXN,1000,TA,C
100,4500000936,20230913,0000010015,19559863,MXN,1000,TA,C
100,4500000937,20230221,0000010117,17805295,MXN,1000,TA,C
100,4500000938,20230723,0000010181,9519318,MXN,1000,TA,C
100,4500000939,20250423,0000010095,6417961,MXN,1000,TA,C
100,4500000940,20240211,0000010130,3685186,MXN,1000,TA,C
100,4500000941,20241128,0000010032,6330802,USD,1000,TA,C
100,4500000942,20240117,0000010062,4323987,MXN,1000,TA,C
100,4500000943,20240401,0000010153,12882420,USD,1000,TA,C
100,4500000944,20240823,0000010122,9475460,MXN,1000,TA,C
100,4500000945,20231219,0000010090,13229644,USD,1000,TA,C
100,4500000946,20250205,0000010067,6340365,MXN,1000,TA,C
100,4500000947,20231019,0000010024,3927654,EUR,1000,TA,C
100,4500000948,20230220,0000010099,5414962,MXN,1000,TA,C
100,4500000949,20250309,0000010147,18554495,MXN,1000,TA,C
100,4500000950,20241024,0000010057,16253208,MXN,1000,TA,C
100,4500000951,20230731,0000010174,6992765,MXN,1000,TA,C
100,4500000952,20240224,0000010167,8891140,MXN,1000,TA,C
100,4500000953,20250604,0000010006,17840987,USD,1000,TA,C
100,4500000954,20241129,0000010197,10700469,CLP,1000,TA,C
100,4500000955,20230516,0000010122,18979944,MXN,1000,TA,C
100,4500000956,20230627,0009990955,8718402,EUR,1000,TA,C
100,4500000957,20230818,0000010003,6715013,USD,1000,TA,C
100,4500000958,20250404,0000010156,13746414,MXN,1000,TA,C
100,4500000959,20241227,0000010183,2609688,MXN,1000,TA,C
100,4500000960,20240309,0000010071,16856290,EUR,1000,TA,C
100,4500000961,20240415,0000010090,12758891,MXN,1000,TA,C
100,4500000962,20240422,0000010056,21478501,MXN,1000,TA,C
100,4500000963,20240617,0000010174,21263675,MXN,1000,TA,C
100,4500000964,20240821,0000010102,4573309,USD,1000,TA,C
100,4500000965,20240607,0000010002,17310150,MXN,1000,TA,C
100,4500000966,20240728,0000010096,3683722,EUR,1000,TA,C
100,4500000967,20240831,,22756484,EUR,1000,TA,C
100,4500000968,20231102,0000010073,615910,USD,1000,TA,C
100,4500000969,20240508,0000010028,13737309,EUR,1000,TA,C
100,4500000970,20231011,0000010087,7515257,MXN,1000,TA,C
100,4500000971,20250601,0000010084,2715461,USD,1000,TA,C
100,4500000972,20241102,0000010067,1031160,MXN,1000,TA,C
100,4500000973,20231102,0000010167,19249047,JPY,1000,TA,C
100,4500000974,20240613,0000010039,12719830,MXN,1000,TA,C
100,4500000975,20230228,0000010062,2168404,CLP,1000,TA,C
100,4500000976,20241107,0000010104,11195166,USD,1000,TA,C
100,4500000977,20230524,0000010175,4430718,MXN,1000,TA,C
100,4500000978,20241102,0000010007,4892992,JPY,1000,TA,C
100,4500000979,20230923,0000010076,14286944,USD,1000,TA,C
100,4500000980,20240202,0000010104,3958118,MXN,1000,TA,C
100,4500000981,20240820,0000010010,7294163,JPY,1000,TA,C
100,4500000982,20250415,0000010147,25348355,JPY,1000,TA,C
100,4500000983,20250113,0000010088,6777210,MXN,1000,TA,C
100,4500000984,20241203,0000010057,11523722,JPY,1000,TA,C
100,4500000985,20250314,0000010164,22793170,USD,1000,TA,C
100,4500000986,20240103,0000010172,9264825,USD,1000,TA,C
100,4500000987,20250515,0000010077,2111856,USD,1000,TA,C
100,4500000988,20250616,0000010169,4479799,MXN,1000,TA,C
100,4500000989,20231028,0000010047,7920403,USD,1000,TA,C
100,4500000990,20230512,0000010121,2703551,MXN,1000,TA,C
100,4500000991,20250112,0000010067,10493190,JPY,1000,TA,C
100,4500000992,20230707,0000010196,12853689,USD,1000,TA,C
100,4500000993,20241101,0000010086,5575392,EUR,1000,TA,C
100,4500000994,20231230,0000010057,4454285,MXN,1000,TA,C
100,4500000995,20250611,0000010191,5485590,MXN,1000,TA,C
100,4500000996,20250318,0000010108,13797865,MXN,1000,TA,C
100,4500000997,20230924,0000010096,4812480,MXN,1000,TA,C
100,4500000998,20240419,0000010076,14586682,USD,1000,TA,C
100,4500000999,20230224,0000010121,2945817,MXN,1000,TA,C
100,4500001000,20240817,0000010150,5476,USD,1000,TA,C
